OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN,GEOID,variable,estimate,moe,geometry
1,001600,11001001600,1400000US11001001600,"Census Tract 16, District of Columbia, District of Columbia",30,5014,76.5,4.9,22.8,4,8.9,0.9,9.6,5.7,27,0.30982323,0.63701471,0.36298529,27.70954848,33.21163396,0.23949691,0.27466007,HSEIPly_35,NA,{1DAB1163-FE72-4421-BB86-8043A89DDAF9},NA,NA,NA,NA,0,0,11001001600,B19013_001,178493,18203,"list(c(-77.0516625043103, -77.0465412510744, -77.0423889986637, -77.0416459874318, -77.0416276818592, -77.040999, -77.0367692514116, -77.0364613501893, -77.036299, -77.033707359689, -77.0312349218127, -77.0266962184868, -77.0266345528952, -77.0265907040259, -77.026426, -77.026433, -77.032967, -77.036364, -77.036371, -77.037462, -77.039889, -77.039423, -77.039864, -77.043754, -77.0446, -77.043558, -77.042359, -77.040395, -77.039959, -77.042378, -77.045758, -77.047587, -77.050041, -77.0516625043103, 
38.9870923275862, 38.990942893929, 38.9940648882228, 38.9946235432843, 38.9946373068728, 38.99511, 38.9920501818722, 38.9918274448178, 38.99171, 38.9897319353213, 38.9878448516806, 38.9843806947535, 38.9843336286046, 38.9843001610361, 38.978303, 38.977982, 38.978024, 38.974864, 38.972269, 38.973055, 38.972834, 38.973944, 38.976377, 38.978272, 38.979982, 38.980663, 38.979987, 38.981033, 38.982466, 38.983979, 38.984151, 38.98536, 38.986067, 38.9870923275862))"
2,001500,11001001500,1400000US11001001500,"Census Tract 15, District of Columbia, District of Columbia",29,6016,30.5,6.8,27.6,6,6.6,3.8,8.3,5.2,20.6,0.23294905,0.76540962,0.23459038,18.02190967,32.37127513,0.07254534,0.15274719,HSEIPly_34,NA,{223D6E3B-7985-4967-B9AF-DADADFB2387F},NA,NA,NA,NA,0,0,11001001500,B19013_001,228750,58558,"list(c(-77.0716409840087, -77.0689510030664, -77.0666905196187, -77.0625646528884, -77.0620741692368, -77.054299, -77.0529374996208, -77.0524367514019, -77.0522200614323, -77.0516625043103, -77.050041, -77.047587, -77.045758, -77.042378, -77.039959, -77.040395, -77.042359, -77.043558, -77.0446, -77.043754, -77.039864, -77.039423, -77.039889, -77.041969, -77.044407, -77.045699, -77.046714, -77.047538, -77.043521, -77.046246, -77.050778, -77.056201, -77.056191, -77.059129, -77.062046, -77.06841, -77.070141, 
-77.070182, -77.0716409840087, 38.9717775427368, 38.9738455907718, 38.9755834426199, 38.9787553946774, 38.9791324768105, 38.98511, 38.9861336844956, 38.9865101869159, 38.986673111705, 38.9870923275862, 38.986067, 38.98536, 38.984151, 38.983979, 38.982466, 38.981033, 38.979987, 38.980663, 38.979982, 38.978272, 38.976377, 38.973944, 38.972834, 38.97101, 38.970997, 38.96874, 38.967749, 38.964633, 38.961365, 38.960384, 38.961903, 38.961013, 38.963635, 38.96588, 38.965813, 38.96581, 38.969697, 38.969763, 
38.9717775427368))"
3,010300,11001010300,1400000US11001010300,"Census Tract 103, District of Columbia, District of Columbia",194,4272,82,2.3,9.5,19,9.2,10.5,10.4,4.8,28.8,0.32067944,0.29462927,0.70537073,45.24673906,34.16753391,0.50193364,0.41130654,HSEIPly_194,NA,{D3904052-16DE-4CFA-908C-65AC49CBA47B},NA,NA,NA,NA,0,0,11001010300,B19013_001,95313,21333,"list(c(-77.036364, -77.032967, -77.026433, -77.026426, -77.0265907040259, -77.0205367150986, -77.0187064975833, -77.019267, -77.019835, -77.022766, -77.022857, -77.025406, -77.027265, -77.027024, -77.029692, -77.033416, -77.036371, -77.036364, 38.974864, 38.978024, 38.977982, 38.978303, 38.9843001610361, 38.9796794651736, 38.9782825550368, 38.977949, 38.977475, 38.973609, 38.973512, 38.969924, 38.969925, 38.972354, 38.972263, 38.972263, 38.972269, 38.974864))"
4,001702,11001001702,1400000US11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",31,3667,61,3.5,16.5,10,8.8,4.4,9.9,3.9,25.5,0.26179847,0.41958466,0.58041534,47.81604416,34.53509276,0.52284197,0.39232022,HSEIPly_36,NA,{B865449C-2A95-4038-B11B-7AD69E5022BE},NA,NA,NA,NA,0,0,11001001702,B19013_001,115000,17568,"list(c(-77.022857, -77.022766, -77.019835, -77.019267, -77.0187064975833, -77.0186545534322, -77.0173231309697, -77.015598, -77.0146806885246, -77.013798, -77.0110567340993, -77.0085892746401, -77.009022, -77.009048, -77.008927, -77.009562, -77.011349, -77.013138, -77.014771, -77.01496, -77.016165, -77.019895, -77.025406, -77.022857, 38.973512, 38.973609, 38.977475, 38.977949, 38.9782825550368, 38.9782429087594, 38.977226703025, 38.97591, 38.9751455737705, 38.97441, 38.9722668284776, 38.9703377238095, 
38.969948, 38.967339, 38.964758, 38.963905, 38.965392, 38.967301, 38.969936, 38.969922, 38.969923, 38.969923, 38.969924, 38.973512))"
5,001803,11001001803,1400000US11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",32,4161,88.7,5.9,9.6,40,17.2,20.6,12,5.4,33.4,0.4730735,0.58355615,0.41644385,15.62309126,33.00942317,0.18773175,0.33040262,HSEIPly_37,NA,{BA5B55B8-71C6-461F-A9C3-A977156BC5D2},NA,NA,NA,NA,0,0,11001001803,B19013_001,54306,8438,"list(c(-77.046714, -77.045699, -77.044407, -77.041969, -77.039889, -77.037462, -77.036371, -77.033416, -77.033418, -77.033418, -77.033419, -77.033425, -77.034796, -77.03642, -77.040266, -77.043461, -77.043521, -77.047538, -77.046714, 38.967749, 38.96874, 38.970997, 38.97101, 38.972834, 38.973055, 38.972269, 38.972263, 38.967566, 38.96685, 38.965429, 38.962042, 38.962241, 38.962592, 38.963035, 38.961395, 38.961365, 38.964633, 38.967749))"
6,001804,11001001804,1400000US11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",33,5803,93.6,7.3,11.8,48,18,23.9,12.2,6.6,36,0.53965913,0.31862208,0.68137792,45.36222728,35.30484159,0.63292598,0.58629255,HSEIPly_38,NA,{0A84B8D9-4DF7-4974-AFDC-5D3A3BB68911},NA,NA,NA,NA,0,0,11001001804,B19013_001,47535,10369,"list(c(-77.033419, -77.033418, -77.033418, -77.033416, -77.029692, -77.027024, -77.027265, -77.027473, -77.027501, -77.02771, -77.027804, -77.027889, -77.028013, -77.02852, -77.029694, -77.033425, -77.033419, 38.965429, 38.96685, 38.967566, 38.972263, 38.972263, 38.972354, 38.969925, 38.967579, 38.967288, 38.964954, 38.963772, 38.9627, 38.961226, 38.961338, 38.961506, 38.962042, 38.965429))"
7,001401,11001001401,1400000US11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",27,3641,40.3,13.4,18.7,6,5.5,2.5,8.5,3.8,20.2,0.23852708,0.53387581,0.4661242,42.02384614,34.09382005,0.42075743,0.32964225,HSEIPly_32,NA,{E63C385C-C88E-4613-A1E6-963B8BF26B9F},NA,NA,NA,NA,0,0,11001001401,B19013_001,174444,38121,"list(c(-77.0774366982071, -77.0716409840087, -77.070182, -77.070141, -77.06841, -77.062046, -77.066238, -77.070831, -77.073309, -77.075049, -77.076867, -77.0774366982071, 38.9673218177274, 38.9717775427368, 38.969763, 38.969697, 38.96581, 38.965813, 38.961013, 38.961013, 38.961017, 38.963999, 38.967009, 38.9673218177274))"
8,009505,11001009505,1400000US11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",166,3907,89.2,1.1,13.6,12,13.5,0,10.8,5.9,30.4,0.3287029,0.26804444,0.73195556,43.29076503,35.84857232,0.70421775,0.51646032,HSEIPly_166,NA,{502D2978-4321-4CC5-9FC3-7C2500485E87},NA,NA,NA,NA,0,0,11001009505,B19013_001,82169,26676,"list(c(-77.009562, -77.008927, -77.009048, -77.009022, -77.0085892746401, -77.008298, -77.007774574197, -77.0049833617021, -77.0026017595338, -77.0025892201687, -77.002498, -77.0016499141653, -76.9991240258307, -76.9974927103214, -76.999735, -77.002294, -77.003834, -77.004983, -77.009046, -77.009042, -77.009049, -77.009051, -77.009251, -77.009533, -77.010713, -77.009562, 38.963905, 38.964758, 38.967339, 38.969948, 38.9703377238095, 38.97011, 38.9696858446079, 38.967424, 38.9654940810016, 38.9654839197919, 
38.96541, 38.9647544642013, 38.962802055425, 38.9615411149971, 38.960446, 38.956771, 38.955879, 38.955693, 38.954815, 38.956861, 38.95766, 38.959608, 38.960184, 38.960864, 38.962357, 38.963905))"
9,001902,11001001902,1400000US11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",35,2460,82,7,15.4,23,12.8,8.3,10.6,5.7,30.2,0.38913226,0.29745209,0.70254791,40.81016731,36.20477688,0.73106141,0.56009684,HSEIPly_40,NA,{F9317C64-E531-469C-AA8F-8A0ACA7DADA1},NA,NA,NA,NA,0,0,11001001902,B19013_001,116250,21483,"list(c(-77.019896, -77.019895, -77.019897, -77.019895, -77.019895, -77.016165, -77.01496, -77.014771, -77.013138, -77.011349, -77.009562, -77.010713, -77.009533, -77.009251, -77.012326, -77.013422, -77.018032, -77.019897, -77.019896, 38.9627, 38.963772, 38.96495, 38.967288, 38.969923, 38.969923, 38.969922, 38.969936, 38.967301, 38.965392, 38.963905, 38.962357, 38.960864, 38.960184, 38.960198, 38.958733, 38.958736, 38.958733, 38.9627))"
10,001901,11001001901,1400000US11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",34,4220,84.1,3.1,14.4,23,9.6,13.4,10.4,5.1,29.4,0.36163047,0.24230292,0.75769708,50.64039973,36.03479635,0.75823612,0.55993329,HSEIPly_39,NA,{5CBF7E39-0F2D-4518-BE1C-F8DEDC94638C},NA,NA,NA,NA,0,0,11001001901,B19013_001,67381,43051,"list(c(-77.028013, -77.027889, -77.027804, -77.02771, -77.027501, -77.027473, -77.027265, -77.025406, -77.019895, -77.019895, -77.019897, -77.019895, -77.019896, -77.019897, -77.027922, -77.028031, -77.028013, 38.961226, 38.9627, 38.963772, 38.964954, 38.967288, 38.967579, 38.969925, 38.969924, 38.969923, 38.967288, 38.96495, 38.963772, 38.9627, 38.958733, 38.960918, 38.961014, 38.961226))"
11,001100,11001001100,1400000US11001001100,"Census Tract 11, District of Columbia, District of Columbia",22,4782,31,4.6,28.1,10,11.2,4.2,8.3,4.4,19.6,0.23194717,0.47965011,0.52034989,44.63500701,33.97416127,0.42916359,0.33055538,HSEIPly_27,NA,{35302255-D1A7-45AF-8D1D-BC001BEED860},NA,NA,NA,NA,0,0,11001001100,B19013_001,119894,55808,"list(c(-77.0857801216917, -77.0838391710907, -77.0827060827257, -77.0822402534113, -77.0804181742635, -77.0774416653451, -77.0774366982071, -77.076867, -77.075049, -77.073309, -77.072154, -77.071107, -77.070411, -77.06963, -77.069425, -77.069844, -77.07152, -77.073729, -77.075802, -77.077365, -77.078535, -77.078888, -77.079674, -77.080974, -77.082632, -77.083817, -77.0858122682884, -77.0857801216917, 38.9609074226397, 38.9623996187416, 38.9632707331536, 38.9636288611176, 38.9650296692579, 38.9673179990089, 
38.9673218177274, 38.967009, 38.963999, 38.961017, 38.959026, 38.957223, 38.956033, 38.954691, 38.954336, 38.952095, 38.952097, 38.952151, 38.949735, 38.947903, 38.946562, 38.946504, 38.947909, 38.951466, 38.9547, 38.957024, 38.9608827084474, 38.9609074226397))"
12,001402,11001001402,1400000US11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",28,3476,39.3,8.7,25.3,9,13.5,3.7,8.4,5.6,20.7,0.27894449,0.61277795,0.38722205,34.58106097,33.73948524,0.33257879,0.30576164,HSEIPly_33,NA,{A92864FD-A1A4-4C6D-A4B6-091AC0057CD2},NA,NA,NA,NA,0,0,11001001402,B19013_001,143523,44112,"list(c(-77.073309, -77.070831, -77.066238, -77.062046, -77.059129, -77.056191, -77.056201, -77.056118, -77.058066, -77.059006, -77.065124, -77.066037, -77.06769, -77.068234, -77.06893, -77.069226, -77.069425, -77.06963, -77.070411, -77.071107, -77.072154, -77.073309, 38.961017, 38.961013, 38.961013, 38.965813, 38.96588, 38.963635, 38.961013, 38.958561, 38.956712, 38.957472, 38.958478, 38.958618, 38.957415, 38.956729, 38.955632, 38.954694, 38.954336, 38.954691, 38.956033, 38.957223, 38.959026, 38.961017
))"
13,002001,11001002001,1400000US11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",36,3578,92.1,8.9,15.9,46,14.1,35.7,11.2,6,31.7,0.54630811,0.50413872,0.49586128,35.30339889,34.17767927,0.41558014,0.48094413,HSEIPly_41,NA,{3267F943-DD08-4642-8B52-E6BD9A0FA6AB},NA,NA,NA,NA,0,0,11001002001,B19013_001,51250,8900,"list(c(-77.043461, -77.040266, -77.03642, -77.034796, -77.033425, -77.029694, -77.02852, -77.030161, -77.033411, -77.033761, -77.036415, -77.036402, -77.036398, -77.039459, -77.038708, -77.042193, -77.043461, 38.961395, 38.963035, 38.962592, 38.962241, 38.962042, 38.961506, 38.961338, 38.959882, 38.956196, 38.955653, 38.952535, 38.952948, 38.956212, 38.956472, 38.959721, 38.960394, 38.961395))"
14,001301,11001001301,1400000US11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",24,4567,36.4,4.5,18.5,9,6.3,3.3,8.8,3.5,19,0.18688124,0.79831235,0.20168765,15.12935584,32.35005817,0.05170881,0.11929502,HSEIPly_29,NA,{A5C8A0F0-4318-4969-999E-8C074997106E},NA,NA,NA,NA,0,0,11001001301,B19013_001,100744,45446,"list(c(-77.069226, -77.06893, -77.068234, -77.06769, -77.066037, -77.065124, -77.059006, -77.058066, -77.056118, -77.056201, -77.050778, -77.046246, -77.043521, -77.043461, -77.042193, -77.040503, -77.041828, -77.042186, -77.044142, -77.047057, -77.046998, -77.044465, -77.044044, -77.045678, -77.047982, -77.049655, -77.049849, -77.051007, -77.051649, -77.051659, -77.055803, -77.056712, -77.064854, -77.065678, -77.066714, -77.068123, -77.069425, -77.069226, 38.954694, 38.955632, 38.956729, 38.957415, 
38.958618, 38.958478, 38.957472, 38.956712, 38.958561, 38.961013, 38.961903, 38.960384, 38.961365, 38.961395, 38.960394, 38.959586, 38.958135, 38.954585, 38.952888, 38.94965, 38.948502, 38.948613, 38.948218, 38.945719, 38.945553, 38.943779, 38.944217, 38.945369, 38.946493, 38.948858, 38.947948, 38.94789, 38.947893, 38.947895, 38.949683, 38.952096, 38.954336, 38.954694))"
15,009507,11001009507,1400000US11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",167,1889,96.5,7.3,14.2,42,7.5,0,11.9,6.9,32.4,0.42013782,0.27054062,0.72945938,41.15501711,36.12621455,0.72968891,0.57491336,HSEIPly_167,NA,{9CE0AB12-F33A-4BD5-9AA7-6AF3AF221CA6},NA,NA,NA,NA,0,0,11001009507,B19013_001,72880,18411,"list(c(-77.002294, -76.999735, -76.9974927103214, -76.9973644902135, -76.9918925205442, -76.997788, -77.000275, -77.002294, 38.956771, 38.960446, 38.9615411149971, 38.9614420060774, 38.9572123964546, 38.957167, 38.955294, 38.956771))"
16,002002,11001002002,1400000US11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",37,4440,76.8,8.1,10.8,15,5.7,6.6,10.7,4.8,28.9,0.32638006,0.35113964,0.64886037,48.031668259999996,35.28958348,0.63184448,0.47911227,HSEIPly_1,NA,{5C1F7532-AA60-4D37-90DF-9934F19516B7},NA,NA,NA,NA,0,0,11001002002,B19013_001,211875,40736,"list(c(-77.036415, -77.033761, -77.033411, -77.030161, -77.02852, -77.028013, -77.028031, -77.028175, -77.028029, -77.027881, -77.027429, -77.027284, -77.027135, -77.027035, -77.026933, -77.026784, -77.0266, -77.029643, -77.031695, -77.032724, -77.036424, -77.036415, 38.952535, 38.955653, 38.956196, 38.959882, 38.961338, 38.961226, 38.961014, 38.95728, 38.956216, 38.955148, 38.951868, 38.950802, 38.949734, 38.948991, 38.948256, 38.94719, 38.946125, 38.946125, 38.948235, 38.948264, 38.94826, 38.952535
))"
17,002101,11001002101,1400000US11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",38,5693,89.5,7.8,12,26,8.6,8.3,10.7,4.5,30.1,0.37331342,0.1949596,0.8050404,52.87147843,35.65116849,0.73184375,0.55257859,HSEIPly_2,NA,{332987B9-7345-418C-A24D-68E136BDABFD},NA,NA,NA,NA,0,0,11001002101,B19013_001,68828,27497,"list(c(-77.028031, -77.027922, -77.019897, -77.019937, -77.019837, -77.019788, -77.019681, -77.023829, -77.027429, -77.027881, -77.028029, -77.028175, -77.028031, 38.961014, 38.960918, 38.958733, 38.95752, 38.955379, 38.954309, 38.952083, 38.951966, 38.951868, 38.955148, 38.956216, 38.95728, 38.961014))"
18,001004,11001001004,1400000US11001001004,"Census Tract 10.04, District of Columbia, District of Columbia",21,4605,20.7,4.4,17.2,14,8.1,4.1,8.6,3.6,18.9,0.17464451,0.48847132,0.51152868,42.4740117,33.87797553,0.40797793,0.29131122,HSEIPly_26,NA,{2CCA1F9B-463D-42B7-A05B-638AC49DF91A},NA,NA,NA,NA,0,0,11001001004,B19013_001,183516,31529,"list(c(-77.093092, -77.088634, -77.088635, -77.088634, -77.088664, -77.0913552852449, -77.0909945512546, -77.0906301805661, -77.0885608317939, -77.0876643623892, -77.0858122682884, -77.083817, -77.082632, -77.080974, -77.079674, -77.078888, -77.078496, -77.07913, -77.08142, -77.085634, -77.086226, -77.090265, -77.093092, 38.943164, 38.943163, 38.947901, 38.951041, 38.954702, 38.9566212562027, 38.9568985872455, 38.9571787141692, 38.9587696223406, 38.9594588249151, 38.9608827084474, 38.957024, 38.9547, 
38.951466, 38.947909, 38.946504, 38.945803, 38.945845, 38.94316, 38.938226, 38.938169, 38.941099, 38.943164))"
19,002600,11001002600,1400000US11001002600,"Census Tract 26, District of Columbia, District of Columbia",48,2746,63.4,8.2,22.4,8,14.5,5.2,9,4.9,24.6,0.32158088,0.70557921,0.29442079,19.41778026,32.96639269,0.16419513,0.242888,HSEIPly_48,NA,{877D6217-846F-4AE9-9814-92547D898E4A},NA,NA,NA,NA,0,0,11001002600,B19013_001,191484,44294,"list(c(-77.051539, -77.051209, -77.051156, -77.049655, -77.047982, -77.045678, -77.044044, -77.044465, -77.046998, -77.047057, -77.044142, -77.042186, -77.041828, -77.040503, -77.042193, -77.038708, -77.039459, -77.036398, -77.036402, -77.036415, -77.036424, -77.036441, -77.036445, -77.03743, -77.038621, -77.040928, -77.045414, -77.048297, -77.047878, -77.051983, -77.051539, 38.93967, 38.94045, 38.941718, 38.943779, 38.945553, 38.945719, 38.948218, 38.948613, 38.948502, 38.94965, 38.952888, 38.954585, 
38.958135, 38.959586, 38.960394, 38.959721, 38.956472, 38.956212, 38.952948, 38.952535, 38.94826, 38.941874, 38.938231, 38.937852, 38.937211, 38.936285, 38.935879, 38.934804, 38.936966, 38.937713, 38.93967))"
20,002102,11001002102,1400000US11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",39,5607,89.1,6.2,14.6,22,10.6,4.8,10.9,5.2,30.4,0.37177792,0.23475672,0.76524328,52.54718224,35.89846365,0.75027112,0.56102452,HSEIPly_3,NA,{574D1D8B-9E25-4F1F-9782-0730FB8968CD},NA,NA,NA,NA,0,0,11001002102,B19013_001,81250,15571,"list(c(-77.019897, -77.018032, -77.013422, -77.012326, -77.009251, -77.009051, -77.009049, -77.009042, -77.009046, -77.009007, -77.012429, -77.013458, -77.015891, -77.017608, -77.019681, -77.019788, -77.019837, -77.019937, -77.019897, 38.958733, 38.958736, 38.958733, 38.960198, 38.960184, 38.959608, 38.95766, 38.956861, 38.954815, 38.952407, 38.952308, 38.952276, 38.952204, 38.952143, 38.952083, 38.954309, 38.955379, 38.95752, 38.958733))"
21,009508,11001009508,1400000US11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",168,4098,95.8,2.1,20.1,35,18.4,11.9,11.5,6.6,32,0.46154368,0.30442637,0.69557363,37.63857621,36.05951579,0.70100713,0.58127541,HSEIPly_168,NA,{C997F163-1913-47F8-BF6E-6F76976B0B64},NA,NA,NA,NA,0,0,11001009508,B19013_001,58250,27202,"list(c(-77.009046, -77.004983, -77.003834, -77.002294, -77.000275, -76.997788, -76.9918925205442, -76.9895171223131, -76.9882717137531, -76.9879251510611, -76.9859369495825, -76.988396, -76.989257, -76.994548, -76.995986, -76.999051, -77.002011, -77.000493, -77.003241, -77.00267, -77.004803, -77.009007, -77.009046, 38.954815, 38.955693, 38.955879, 38.956771, 38.955294, 38.957167, 38.9572123964546, 38.9553763103972, 38.954413660319, 38.9541457814772, 38.9526089827349, 38.953238, 38.952409, 38.952295, 
38.951996, 38.951842, 38.951051, 38.94737, 38.946309, 38.947909, 38.951718, 38.952407, 38.954815))"
22,001003,11001001003,1400000US11001001003,"Census Tract 10.03, District of Columbia, District of Columbia",20,2987,17.3,10.6,17.7,9,4,0,8.6,3.6,18.9,0.17500368,0.46078231,0.53921769,42.4740117,33.84888861,0.41157944,0.29329156,HSEIPly_25,NA,{05FEF29A-B976-4B65-BB0F-C50B98280FB8},NA,NA,NA,NA,0,0,11001001003,B19013_001,230510,26922,"list(c(-77.1005269696602, -77.0980898719934, -77.0938660590164, -77.0915, -77.0913993874581, -77.0913552852449, -77.088664, -77.088634, -77.088635, -77.088634, -77.093092, -77.096763, -77.099591, -77.1005269696602, 38.9490529381068, 38.9510661927011, 38.9545554295082, 38.95651, 38.9565873505739, 38.9566212562027, 38.954702, 38.951041, 38.947901, 38.943163, 38.943164, 38.945844, 38.947909, 38.9490529381068))"
23,001200,11001001200,1400000US11001001200,"Census Tract 12, District of Columbia, District of Columbia",23,5135,30.5,5.9,19.9,11,7.2,0,8.6,3.3,19.2,0.18294195,0.48488294,0.51511706,47.46302717,34.34735129,0.48232454,0.33263324,HSEIPly_28,NA,{DDC61019-1879-4EB1-B979-892A2DA735D4},NA,NA,NA,NA,0,0,11001001200,B19013_001,119556,21340,"list(c(-77.078535, -77.077365, -77.075802, -77.073729, -77.07152, -77.069844, -77.069425, -77.068123, -77.066714, -77.065678, -77.065006, -77.064282, -77.063559, -77.062921, -77.061654, -77.064325, -77.067653, -77.068875, -77.072411, -77.076507, -77.077029, -77.078496, -77.078888, -77.078535, 38.946562, 38.947903, 38.949735, 38.952151, 38.952097, 38.952095, 38.954336, 38.952096, 38.949683, 38.947895, 38.946736, 38.945482, 38.944252, 38.943154, 38.940972, 38.940541, 38.940455, 38.94221, 38.942216, 
38.942216, 38.943162, 38.945803, 38.946504, 38.946562))"
24,009503,11001009503,1400000US11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",164,3110,79,7,24.3,21,10.2,3.7,10.1,5.7,28.1,0.37193728,0.38159323,0.61840677,31.07125811,33.90097597,0.39931616,0.38562672,HSEIPly_164,NA,{AFECE803-964F-43D7-AF06-FF1728906E94},NA,NA,NA,NA,0,0,11001009503,B19013_001,106125,13793,"list(c(-76.989257, -76.988396, -76.9859369495825, -76.9830468494119, -76.978434328903, -76.9778263031425, -76.978854, -76.97962, -76.980399, -76.980268, -76.980206, -76.980151, -76.980021, -76.979768, -76.982872, -76.98459, -76.98648, -76.988841, -76.988315, -76.988307, -76.988316, -76.988895, -76.98902, -76.989521, -76.989257, 38.952409, 38.953238, 38.9526089827349, 38.9503750530475, 38.9468097626111, 38.9463397834696, 38.945252, 38.944233, 38.943035, 38.941515, 38.94072, 38.939576, 38.938306, 38.935081, 
38.934927, 38.934841, 38.934747, 38.934628, 38.938224, 38.940723, 38.944234, 38.946269, 38.946757, 38.948629, 38.952409))"
25,009510,11001009510,1400000US11001009510,"Census Tract 95.10, District of Columbia, District of Columbia",170,5272,95.1,14,9.2,45,10.3,19.9,12.8,4.5,29.1,0.49279412,0.43036963,0.56963038,36.01032503,35.34632833,0.57741921,0.53510667,HSEIPly_170,NA,{EDF81FEB-6B4A-472B-AB49-8A4F42D2D880},NA,NA,NA,NA,0,0,11001009510,B19013_001,51183,7654,"list(c(-77.010926, -77.008917, -77.008669, -77.009007, -77.004803, -77.00267, -77.003241, -77.000493, -77.000043, -76.997642, -76.99967, -77.002983, -77.004382, -77.005946, -77.008034, -77.009581, -77.010926, 38.944613, 38.946006, 38.947098, 38.952407, 38.951718, 38.947909, 38.946309, 38.94737, 38.94627, 38.940732, 38.940741, 38.940743, 38.940739, 38.941314, 38.942381, 38.943237, 38.944613))"
26,009509,11001009509,1400000US11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",169,3575,91.1,15,17.5,6,14.5,2.2,10.9,5.9,30.6,0.42642857,0.20520499,0.79479501,40.69884533,36.50839331,0.79083968,0.60863413,HSEIPly_169,NA,{94C72D9C-9A4A-4E13-963D-6F0F7B0C4598},NA,NA,NA,NA,0,0,11001009509,B19013_001,86042,25212,"list(c(-77.002011, -76.999051, -76.995986, -76.994548, -76.989257, -76.989521, -76.98902, -76.988895, -76.99705, -77.000043, -77.000493, -77.002011, 38.951051, 38.951842, 38.951996, 38.952295, 38.952409, 38.948629, 38.946757, 38.946269, 38.94627, 38.94627, 38.94737, 38.951051))"
27,002202,11001002202,1400000US11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",41,3223,80.9,15.2,7.7,27,6.9,6.8,10.5,4.3,29.9,0.37860549,0.36548472,0.63451528,33.9617258,35.69082447,0.62850089,0.50355319,HSEIPly_5,NA,{11F8E066-5A17-4F7D-9C11-18E054375A0C},NA,NA,NA,NA,0,0,11001002202,B19013_001,59083,14118,"list(c(-77.019681, -77.017608, -77.015891, -77.013458, -77.012429, -77.009007, -77.008669, -77.008917, -77.010926, -77.01154, -77.016071, -77.016811, -77.017333, -77.019413, -77.019459, -77.019513, -77.019546, -77.019632, -77.019681, 38.952083, 38.952143, 38.952204, 38.952276, 38.952308, 38.952407, 38.947098, 38.946006, 38.944613, 38.944329, 38.94643, 38.946409, 38.946395, 38.946335, 38.947402, 38.94847, 38.949211, 38.951021, 38.952083))"
28,002201,11001002201,1400000US11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",40,3557,77,3.8,10.6,24,8,6.4,10.3,4.9,29.6,0.3174923,0.20524937,0.79475063,53.93508223,35.54132832,0.71962023,0.51855626,HSEIPly_4,NA,{EC2E2C8D-DE58-41F2-ACF9-75D0359D0A27},NA,NA,NA,NA,0,0,11001002201,B19013_001,104226,28176,"list(c(-77.027429, -77.023829, -77.019681, -77.019632, -77.019546, -77.019513, -77.019459, -77.019413, -77.0266, -77.026784, -77.026933, -77.027035, -77.027135, -77.027284, -77.027429, 38.951868, 38.951966, 38.952083, 38.951021, 38.949211, 38.94847, 38.947402, 38.946335, 38.946125, 38.94719, 38.948256, 38.948991, 38.949734, 38.950802, 38.951868))"
